,Unnamed: 0,gameID,tc,timeclass,w_accuracy,b_accuracy,w_rating,b_rating,w_result,b_result,w_user,b_user,w_rapid_wins,w_rapid_losses,w_rapid_draws,w_blitz_rating,w_blitz_wins,w_blitz_losses,w_blitz_draws,w_bullet_rating,w_bullet_wins,w_bullet_losses,w_bullet_draws,w_tactics_rating,w_rush_rating,b_rapid_rating,b_rapid_wins,b_rapid_losses,b_rapid_draws,b_blitz_rating,b_blitz_wins,b_blitz_losses,b_blitz_draws,b_bullet_rating,b_bullet_wins,b_bullet_losses,b_bullet_draws,b_tactics_rating,b_rush_rating,w_rapid_rating,moves,opening
667,667,56131433115,600,rapid,NULL,NULL,853,769,win,checkmated,aaryandstr,7Valor7,597.0,569.0,26.0,264.0,95.0,110.0,2.0,399.0,2.0,5.0,0.0,403.0,NULL,769.0,48.0,36.0,2.0,835.0,1.0,1.0,0.0,NULL,NULL,NULL,NULL,851.0,20.0,803.0,1. e4  1... e5  2. f4  2... d6  3. Bc4  3... Nh6  4. fxe5  4... dxe5  5. Nf3  5... Nc6  6. O-O  6... f5  7. d3  7... fxe4  8. dxe4  8... Bc5+  9. Kh1  9... Bg4  10. Bxh6  10... gxh6  11. Bf7+  11... Kxf7  12. Nxe5+  12... Ke8  13. Qxg4  13... Nxe5  14. Qg7  14... Ng6  15. Nc3  15... Qh4  16. Nd5  16... Bd6  17. Nf6+  17... Kd8  18. Qd7#  1-0,Kings-Gambit
668,668,56931613533,300+5,blitz,82.86,68.93,717,673,win,checkmated,Arquitecte,8019,142.0,123.0,9.0,717.0,1933.0,1937.0,95.0,NULL,NULL,NULL,NULL,2016.0,34.0,938.0,7.0,11.0,1.0,673.0,271.0,284.0,13.0,597.0,0.0,2.0,0.0,798.0,NULL,1126.0,1. d4  1... d5  2. c4  2... dxc4  3. Nf3  3... Qd6  4. g3  4... a6  5. Bg2  5... Nf6  6. O-O  6... Ne4  7. e3  7... Bg4  8. Qc2  8... f5  9. Qxc4  9... Bxf3  10. Bxf3  10... Nc6  11. Nd2  11... e5  12. Nxe4  12... fxe4  13. Bxe4  13... exd4  14. Rd1  14... b5  15. Qc2  15... Nb4  16. Qe2  16... Rd8  17. Rxd4  17... Qe6  18. Bd2  18... c5  19. Rxd8+  19... Kxd8  20. Bg2  20... Nc2  21. Qd3+  21... Nd4  22. exd4  22... c4  23. Ba5+  23... Kd7  24. Qf3  24... Bd6  25. Qb7+  25... Bc7  26. Qxc7+  26... Ke8  27. Qd8+  27... Kf7  28. Qxh8  28... Kg6  29. Qb8  29... Qf6  30. Re1  30... Qf5  31. Be4  31... Qxe4  32. Rxe4  32... Kg5  33. Qe5+  33... Kg6  34. Rg4+  34... Kf7  35. Qf5+  35... Ke8  36. Re4#  1-0,Queens-Gambit-Accepted-3.Nf3
669,669,56929160051,1800,rapid,NULL,NULL,1219,1200,win,checkmated,jan_hoher,8phrey,1385.0,1440.0,112.0,1205.0,3849.0,3861.0,215.0,1008.0,0.0,4.0,0.0,NULL,NULL,1200.0,1711.0,1705.0,161.0,632.0,3.0,3.0,0.0,841.0,1.0,4.0,0.0,505.0,NULL,1210.0,1. e4  1... e5  2. Bc4  2... h6  3. d3  3... a6  4. Nf3  4... Nc6  5. Nc3  5... d6  6. a3  6... Be6  7. Bxe6  7... fxe6  8. h3  8... Nf6  9. O-O  9... Be7  10. Nh4  10... Nxe4  11. Nxe4  11... Bxh4  12. b4  12... Qe7  13. c4  13... Nd4  14. Bb2  14... Nf5  15. d4  15... exd4  16. Bxd4  16... e5  17. Bc3  17... Bf6  18. Qh5+  18... Qf7  19. Qxf5  19... O-O  20. Ng3  20... Qxc4  21. Rac1  21... Qb3  22. Ne4  22... Bg5  23. Qd7  23... Bxc1  24. Rxc1  24... Rac8  25. Re1  25... Qf7  26. Qg4  26... d5  27. Ng3  27... Qxf2+  28. Kh2  28... d4  29. Nh5  29... g5  30. Qe6+  30... Kh7  31. Qxe5  31... dxc3  32. Qg7#  1-0,Bishops-Opening
670,670,56930422995,600,rapid,NULL,NULL,1764,1805,win,resigned,921285ibro,tomastoledano,3909.0,3916.0,552.0,1565.0,7309.0,7415.0,843.0,1053.0,19.0,31.0,3.0,1169.0,13.0,1805.0,2166.0,2284.0,255.0,1609.0,4435.0,4185.0,345.0,1637.0,119.0,134.0,5.0,1996.0,19.0,1764.0,1. e4  1... d6  2. d3  2... c6  3. Nf3  3... Qc7  4. Be2  4... Bg4  5. O-O  5... Nd7  6. c4  6... Ngf6  7. Nc3  7... e6  8. h3  8... Bxf3  9. Bxf3  9... Be7  10. Be3  10... a6  11. a3  11... h5  12. Bg5  12... O-O-O  13. Bxf6  13... Bxf6  14. Bxh5  14... g6  15. Bf3  15... Rdg8  16. d4  16... g5  17. d5  17... Ne5  18. dxc6  18... bxc6  19. b3  19... g4  20. hxg4  20... Rh4  21. g3  21... Rh7  22. Rc1  22... Rgh8  23. Bg2  23... Rg7  24. f3  24... Qb6+  25. Rf2  25... Kc7  26. Kf1  26... Qxb3  27. Qxb3  27... Nd3  28. Rb1  28... Rc8  29. Rd2  29... Nc5  30. Qb6+  30... Kd7  31. Qa7+  31... Rc7  32. Qxc5  32... Bxc3  33. Rxd6+  33... Kc8  34. Rxc6  34... Rxc6  35. Qxc6+  35... Kd8  36. Rb8+  36... Ke7  37. Qe8+  37... Kf6  38. Qd8+  38... Kg6  39. f4  39... f6  40. f5+  40... exf5  41. gxf5+  41... Kg5  42. Qh8  1-0,Pirc-Defense
671,671,56821167287,600,rapid,NULL,NULL,736,739,win,resigned,Qranosaur,96dreamz,994.0,982.0,148.0,448.0,2.0,1.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,739.0,1396.0,1416.0,105.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,447.0,NULL,719.0,1. e4  1... e5  2. Qh5  2... Nf6  3. Qxe5+  3... Be7  4. Qg3  4... Nxe4  5. Qxg7  5... Rf8  6. Qxh7  6... d5  7. d3  7... Nf6  8. Qg7  8... Rg8  9. Qh6  9... c6  10. Bg5  10... Ng4  11. Qh4  11... Qb6  12. Qxg4  12... Bxg4  13. h3  13... Qxb2  14. Bxe7  14... Kxe7  15. hxg4  15... Qxa1  16. Rh3  16... Rg5  17. Re3+  17... Kf8  18. Kd2  18... Qxb1  19. Nh3  19... Rxg4  20. f3  20... Ra4  21. Ng5  21... Qxf1  22. Nh7+  22... Kg8  23. Nf6+  23... Kf8  24. Re8+  24... Kg7  25. Nh5+  25... Kg6  26. Nf4+  26... Kh7  27. Re7  27... Qf2+  28. Ne2  28... Qxg2  29. Rxf7+  29... Kg6  30. Rf8  30... Rxa2  31. Rg8+  31... Kh7  32. Rxg2  32... Na6  33. Nc3  33... Ra3  34. Nb1  34... Ra2  35. Nc3  35... Rb2  36. Na4  36... Rb4  37. Nc3  37... d4  38. Rh2+  38... Kg7  39. Ne4  39... Rh8  40. Rg2+  40... Kf8  41. Nd6  41... Rg8  42. Re2  42... Nc7  43. c3  43... c5  44. cxb4  44... cxb4  45. Nxb7  45... Kf7  46. Nd6+  46... Kg7  47. Nf5+  47... Kh7  48. Nxd4  48... Rb8  49. Ke3  49... b3  50. Rb2  50... a5  51. Nxb3  51... a4  52. Rh2+  52... Kg8  53. Nc1  53... a3  54. Ra2  54... Nb5  55. Rg2+  55... Kf7  56. Rg5  56... Kf6  57. Rc5  57... Ke6  58. d4  58... Nd6  59. d5+  59... Kd7  60. Ra5  60... Re8+  61. Kd4  61... Rg8  62. Rxa3  62... Nb5+  63. Kc5  63... Nxa3  64. Nb3  64... Nc2  65. Nd2  65... Rf8  66. Kc4  66... Na3+  67. Kb4  67... Nc2+  68. Kc3  68... Ne3  69. Kd4  69... Nf5+  70. Ke5  70... Nh4  71. Ke4  71... Re8+  72. Kd4  72... Rf8  73. Ke4  73... Rg8  74. f4  74... Rg5  75. fxg5  1-0,Kings-Pawn-Opening-Wayward-Queen-Kiddie-Countergambit
672,672,56922617931,180,blitz,NULL,NULL,1490,1472,win,resigned,ivanjar,99thAce,35.0,26.0,0.0,1467.0,5076.0,4989.0,522.0,1401.0,1435.0,1364.0,80.0,2399.0,29.0,926.0,13.0,3.0,1.0,1472.0,433.0,390.0,13.0,1202.0,96.0,86.0,1.0,494.0,NULL,1370.0,1. g3  1... d5  2. Bg2  2... e5  3. d4  3... e4  4. f3  4... exf3  5. Nxf3  5... c6  6. O-O  6... Bd6  7. Nc3  7... Ne7  8. e4  8... O-O  9. exd5  9... Bc7  10. dxc6  10... Nbxc6  11. d5  11... Nxd5  12. Nxd5  12... Be6  13. Nxc7  13... Qxc7  14. Bf4  14... Qb6+  15. Kh1  15... Rad8  16. Qc1  16... Bf5  17. c3  17... Rc8  18. a3  18... Bd3  19. Rd1  19... Be2  20. Re1  20... Bd3  21. Qe3  21... Bg6  22. b4  22... Qa6  23. Nd4  23... Nxd4  24. cxd4  24... h6  25. d5  25... Rfe8  26. Qd2  26... Red8  27. d6  27... Rc6  28. d7  28... Rf6  29. Re8+  29... Kh7  30. Rxd8  30... Rxf4  31. Qxf4  31... Qb6  32. Re8  32... Qd4  33. Qxd4  1-0,Kings-Fianchetto-Opening-Regan-Variation
673,673,56854839559,300,blitz,NULL,NULL,1218,1175,win,checkmated,Joelreyesro,9jaBot,2230.0,2200.0,176.0,1251.0,4558.0,4526.0,274.0,NULL,NULL,NULL,NULL,986.0,NULL,1267.0,3.0,3.0,0.0,1175.0,2818.0,2659.0,284.0,NULL,NULL,NULL,NULL,476.0,0.0,1382.0,1. e4  1... e5  2. Nf3  2... Bc5  3. Bc4  3... d6  4. O-O  4... h6  5. d4  5... exd4  6. Nxd4  6... Nf6  7. Nf5  7... Bxf5  8. exf5  8... O-O  9. Nc3  9... Nc6  10. Nd5  10... Ne5  11. Nxf6+  11... Qxf6  12. Bd3  12... Bb6  13. Bd2  13... d5  14. Bc3  14... d4  15. Bd2  15... c5  16. c3  16... Rad8  17. cxd4  17... cxd4  18. Bc2  18... d3  19. Bb3  19... Qxf5  20. h3  20... Kh8  21. Bc3  21... Rfe8  22. Qd2  22... Re7  23. Kh1  23... Red7  24. Ba4  24... Rd6  25. Rfe1  25... f6  26. f4  26... Nc4  27. Qd1  27... Qxf4  28. Re8+  28... Rxe8  29. Bxe8  29... Ne3  30. Qd2  30... Qg3  31. Re1  31... Nf5  32. Bg6  32... Nh4  33. Re8#  1-0,Kings-Pawn-Opening-Kings-Knight-Busch-Gass-Gambit
674,674,56938221707,180+2,blitz,NULL,NULL,470,601,timeout,win,aslantadik,9jae,75.0,81.0,2.0,489.0,421.0,479.0,16.0,NULL,NULL,NULL,NULL,435.0,NULL,897.0,461.0,464.0,21.0,601.0,2276.0,2372.0,35.0,352.0,916.0,994.0,9.0,1887.0,20.0,750.0,1. e4  1... d6  2. Qf3  2... e6  3. Bc4  3... Ne7  4. c3  4... Nd7  5. d4  5... Ng6  6. d5  6... e5  7. g3  7... Nb6  8. Bd3  8... Be7  9. h4  9... O-O  10. h5  10... Nf4  11. gxf4  11... exf4  12. h6  12... g6  13. Qxf4  13... f5  14. e5  14... g5  15. Qg3  15... f4  16. Qf3  16... Nd7  17. Bxh7+  17... Kxh7  18. Qe4+  18... Kh8  19. h7  19... Nc5  20. Qg6  20... dxe5  21. Nf3  21... Bf6  22. Nxe5  22... Bxe5  23. Bd2  23... Qe7  24. Na3  24... Bxc3+  25. Kd1  25... Bxb2  26. Re1  26... Ne6  27. dxe6  27... Bxa1  28. Nb5  28... Rf6  29. Qe4  29... Bxe6  30. Qxb7  30... Rd8  31. Nxc7  31... Bc3  0-1,Pirc-Defense
675,675,56934628221,180,blitz,NULL,NULL,995,942,timeout,win,9jagambit,khairysaad888,NULL,NULL,NULL,995.0,282.0,270.0,19.0,965.0,24.0,34.0,0.0,NULL,NULL,1550.0,4255.0,4362.0,394.0,929.0,1414.0,1514.0,82.0,1615.0,0.0,3.0,0.0,NULL,NULL,NULL,1. e4  1... c5  2. Nf3  2... b6  3. d3  3... Bb7  4. Be2  4... Nc6  5. O-O  5... Nd4  6. c3  6... Nxe2+  7. Qxe2  7... d6  8. c4  8... e5  9. Bg5  9... Be7  10. Bxe7  10... Nxe7  11. Nc3  11... Ng6  12. Nb5  12... a6  13. Nc3  13... Nf4  14. Qd1  14... O-O  15. Nd5  15... f5  16. exf5  16... Rxf5  17. Ne1  17... Qg5  18. Nxf4  18... exf4  19. Nf3  19... Bxf3  20. Qxf3  20... Raf8  21. Rae1  21... Qh5  22. Re6  22... Qxf3  23. gxf3  23... Rg5+  24. Kh1  24... Rg6  25. Rxg6  25... hxg6  26. Rg1  26... Kh7  27. Re1  27... Rf6  28. Kg2  28... Kh6  29. h4  29... Kh5  30. Kh3  30... g5  31. hxg5  31... Kxg5  32. Re4  32... Rh6+  33. Kg2  33... Kf5  34. Re1  34... Rg6+  35. Kf1  35... Rh6  36. Ke2  36... Re6+  37. Kd2  37... Rxe1  38. Kxe1  38... g5  39. Kf1  39... g4  40. Kg2  40... b5  41. cxb5  41... axb5  42. b3  42... d5  43. a3  43... c4  44. dxc4  44... bxc4  45. bxc4  45... dxc4  46. fxg4+  46... Kxg4  47. f3+  47... Kf5  48. Kf2  48... Ke5  49. Ke2  49... Kd4  50. a4  50... Kc5  51. a5  51... Kb5  52. a6  52... Kxa6  53. Kd2  53... Kb5  54. Kc3  54... Kc5  55. Kc2  55... Kd4  56. Kd2  56... c3+  57. Kc2  57... Ke3  58. Kb3  58... Kxf3  59. Kxc3  59... Kf2  60. Kc4  60... Kg2  61. Kc5  61... f3  0-1,Sicilian-Defense-Katalimov-Variation
676,676,56913591339,600,rapid,NULL,NULL,1740,1744,win,checkmated,Palladium106,9jaknight,1396.0,1260.0,86.0,1630.0,2101.0,1956.0,82.0,1721.0,780.0,663.0,39.0,2759.0,51.0,1744.0,989.0,944.0,99.0,1510.0,1284.0,1245.0,119.0,1199.0,1.0,4.0,0.0,1938.0,14.0,1747.0,1. d4  1... d5  2. Nf3  2... c6  3. c4  3... Nf6  4. Nc3  4... e6  5. Bf4  5... Nbd7  6. e3  6... Be7  7. Be2  7... dxc4  8. Bxc4  8... b5  9. Bd3  9... Bb7  10. e4  10... O-O  11. O-O  11... Rc8  12. a3  12... a6  13. e5  13... Nd5  14. Nxd5  14... cxd5  15. g4  15... Nb6  16. b3  16... h6  17. Kg2  17... b4  18. a4  18... a5  19. h4  19... g5  20. hxg5  20... Bxg5  21. Bxg5  21... hxg5  22. Rh1  22... Re8  23. Rh7  23... Nd7  24. Qh1  24... Kf8  25. Qh5  25... Rc3  26. Qxf7#  1-0,Slav-Defense-Modern-Line
677,677,430287075,1/604800,daily,NULL,NULL,707,762,resigned,win,001Mahadi,Canelo25,705.0,672.0,64.0,NULL,NULL,NULL,NULL,491.0,17.0,27.0,0.0,1214.0,14.0,894.0,625.0,583.0,73.0,NULL,NULL,NULL,NULL,655.0,72.0,62.0,7.0,477.0,NULL,868.0,1. e4  1... d5  2. exd5  2... Qxd5  3. Qf3  3... Qxf3  4. Nxf3  4... Nc6  5. Bc4  5... e6  6. d3  6... Nf6  7. a3  7... Bc5  8. Be3  8... Bxe3  9. fxe3  9... O-O  10. O-O  10... h6  11. Nc3  11... a6  12. d4  12... Re8  13. e4  13... e5  14. dxe5  14... Nxe5  15. Nxe5  15... Rxe5  16. Rad1  16... Be6  17. Bxe6  17... Rxe6  18. Rfe1  18... Rae8  19. Nd5  19... Nxd5  20. exd5  20... Rxe1+  21. Rxe1  21... Rxe1+  22. Kf2  22... Ra1  23. c4  23... Ra2  24. Ke3  24... Rxb2  25. Kd4  25... Rxg2  26. Kc5  26... Rxh2  27. a4  27... f5  28. d6  28... cxd6+  29. Kxd6  29... f4  30. c5  0-1,Scandinavian-Defense-Mieses-Kotrc-Variation
678,678,56803837867,600,rapid,NULL,NULL,1023,848,win,checkmated,Lord_Bolton_SorryReeks07,007009,1231.0,1151.0,88.0,661.0,301.0,319.0,41.0,NULL,NULL,NULL,NULL,418.0,4.0,848.0,272.0,388.0,43.0,645.0,898.0,944.0,69.0,376.0,0.0,4.0,0.0,NULL,NULL,1031.0,1. Nf3  1... d5  2. d4  2... Qd6  3. e3  3... Bg4  4. Be2  4... Bc8  5. Nc3  5... Qg6  6. g3  6... Qh6  7. Nxd5  7... Kd8  8. Ne5  8... Qe6  9. Nf4  9... Qf6  10. Nh5  10... Qe6  11. Bg4  11... Qd5  12. Bf3  12... Qe6  13. Nf4  13... Qf5  14. g4  14... Qf6  15. Nh5  15... Qe6  16. Nf4  16... Qf6  17. g5  17... Qf5  18. e4  18... Qd7  19. Nxd7  19... Bxd7  20. e5  20... e6  21. Bxb7  21... Bc6  22. Bxa8  22... Bxh1  23. Bxh1  23... Nd7  24. d5  24... Nc5  25. dxe6+  25... Ke7  26. Nd5+  26... Kxe6  27. Nxc7+  27... Kxe5  28. Qd5#  1-0,Queens-Pawn-Opening-Zukertort-Variation
679,679,56810464125,180,blitz,90.19,66.17,901,799,win,checkmated,advurt,007wojtek,1061.0,1005.0,90.0,896.0,103.0,94.0,10.0,720.0,141.0,133.0,3.0,1928.0,NULL,511.0,61.0,91.0,8.0,799.0,0.0,3.0,0.0,883.0,0.0,2.0,0.0,829.0,2.0,1236.0,1. d4  1... d5  2. Bf4  2... Nf6  3. Nf3  3... Nc6  4. c3  4... e6  5. e3  5... Bd7  6. Bd3  6... Qe7  7. Qb3  7... O-O-O  8. Ne5  8... h6  9. a4  9... g5  10. Bg3  10... Bg7  11. a5  11... Nxa5  12. Rxa5  12... Nh5  13. Rxa7  13... Bxe5  14. Qxb7#  1-0,Queens-Pawn-Opening-Accelerated-London-System
680,680,56800197271,1800,rapid,56.83,27.69,859,665,win,checkmated,00ASHIKUZZAMAN00,pranti23,48.0,60.0,3.0,899.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,830.0,15.0,665.0,1.0,6.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,859.0,1. e4  1... c6  2. d4  2... Qa5+  3. Bd2  3... Qb6  4. Nf3  4... Nf6  5. Bc4  5... c5  6. c3  6... Nxe4  7. Be3  7... d5  8. Bxd5  8... Nf6  9. dxc5  9... Qd8  10. Ng5  10... Nxd5  11. Qf3  11... h6  12. Nxf7  12... Qa5  13. Nxh8  13... Nxe3  14. fxe3  14... e5  15. Qf7+  15... Kd8  16. Qxf8+  16... Kc7  17. Qd6#  1-0,Caro-Kann-Defense-2.d4
681,681,56935202969,120+1,bullet,NULL,NULL,1339,1343,win,resigned,00mr00,Jailburd,1971.0,1831.0,165.0,1448.0,1698.0,1395.0,129.0,1339.0,6854.0,6586.0,437.0,1839.0,24.0,1706.0,195.0,166.0,24.0,1468.0,1839.0,1778.0,173.0,1343.0,1270.0,1228.0,100.0,2316.0,22.0,1782.0,1. c4  1... c5  2. Nc3  2... Nc6  3. e3  3... g6  4. d4  4... Bg7  5. d5  5... Nb8  6. Nf3  6... d6  7. Bd3  7... Nf6  8. O-O  8... O-O  9. Re1  9... Nbd7  10. e4  10... a6  11. a4  11... Rb8  12. Rb1  12... b6  13. b3  13... Bb7  14. Ne2  14... e6  15. Ng3  15... exd5  16. exd5  16... Re8  17. Bf4  17... Qc7  18. Qc2  18... b5  19. Re3  19... bxc4  20. Bxc4  20... Nxd5  21. Rxe8+  21... Rxe8  22. Bd2  22... Nb4  23. Bxb4  23... cxb4  24. Bxf7+  1-0,English-Opening-Symmetrical-Two-Knights-Variation-3.e3
682,682,56817638209,600,rapid,NULL,NULL,1099,1093,win,timeout,sanyam7745,00Sharif7,639.0,581.0,37.0,962.0,859.0,815.0,79.0,836.0,231.0,254.0,13.0,1444.0,8.0,1093.0,29.0,25.0,4.0,765.0,11.0,20.0,0.0,647.0,14.0,22.0,0.0,388.0,13.0,1099.0,1. e4  1... e5  2. Bc4  2... Qf6  3. Nf3  3... h6  4. Nc3  4... c6  5. d3  5... Bc5  6. Be3  6... Bd4  7. Bxd4  7... exd4  8. Ne2  8... c5  9. O-O  9... a6  10. c3  10... b5  11. Bd5  11... Nc6  12. cxd4  12... Rb8  13. Bxc6  13... Qxc6  14. dxc5  14... Qxc5  15. Ned4  15... d6  16. Qb3  16... Nf6  17. Rac1  17... Qh5  18. Nc6  18... Ra8  19. Ncd4  19... O-O  20. Rc6  20... Rd8  21. Nf5  21... Qg6  22. Nxd6  22... Bh3  23. Nh4  23... Ra7  24. Nxg6  24... Kh7  25. Nf4  25... Bd7  26. Rcc1  26... Be6  27. Qb4  27... Rad7  28. e5  28... Nd5  29. Nxd5  29... Bxd5  30. d4  30... Re7  31. Rfe1  31... Rdd7  32. Nf5  32... Re6  33. Rc5  33... Bb7  34. Rec1  34... Rg6  35. g3  35... h5  36. Rc7  36... Rxc7  37. Rxc7  37... Be4  38. Ne7  38... Rg4  39. Nc8  39... h4  40. Rxf7  40... hxg3  41. fxg3  41... Rg6  42. Rf4  1-0,Bishops-Opening
683,683,56830267035,60,bullet,NULL,NULL,1152,1159,checkmated,win,0111776,theclowny,7.0,6.0,0.0,1153.0,1163.0,1136.0,56.0,1152.0,253.0,216.0,7.0,796.0,NULL,NULL,NULL,NULL,NULL,1387.0,5463.0,5365.0,346.0,1178.0,2317.0,2286.0,110.0,2059.0,25.0,1153.0,1. d4  1... d5  2. Nf3  2... Bf5  3. Bf4  3... Nf6  4. Nbd2  4... e6  5. Nh4  5... Bg6  6. Nxg6  6... hxg6  7. e3  7... Nc6  8. Nf3  8... Bd6  9. Bxd6  9... cxd6  10. Be2  10... Qe7  11. O-O  11... e5  12. dxe5  12... Nxe5  13. Nxe5  13... Qxe5  14. Bd3  14... Qxh2#  0-1,Queens-Pawn-Opening-Zukertort-Variation
684,684,56932159935,300+5,blitz,NULL,NULL,1260,1267,checkmated,win,Kimmyfranshiska,0119915939Asif,257.0,138.0,8.0,1261.0,391.0,296.0,19.0,509.0,32.0,22.0,0.0,1222.0,20.0,1196.0,7.0,5.0,0.0,1267.0,645.0,610.0,24.0,NULL,NULL,NULL,NULL,NULL,NULL,1447.0,1. e4  1... c5  2. Nf3  2... e6  3. c3  3... d5  4. exd5  4... exd5  5. Bb5+  5... Bd7  6. Qe2+  6... Be7  7. O-O  7... Nf6  8. Re1  8... Nc6  9. Bxc6  9... bxc6  10. Ne5  10... d4  11. Nxd7  11... Qxd7  12. h3  12... Nd5  13. c4  13... Nf4  14. Qf3  14... Ne6  15. d3  15... O-O  16. Nd2  16... Ng5  17. Qg3  17... h6  18. h4  18... Bd6  19. Re5  19... Bxe5  20. Qxe5  20... Rfe8  21. Qxc5  21... Re1+  22. Nf1  22... Nh3+  23. gxh3  23... Qxh3  24. Qxd4  24... Rxf1#  0-1,Sicilian-Defense-Alapin-Variation-2...e6-3.Nf3
685,685,56899855563,1800,rapid,NULL,NULL,1128,1187,agreed,agreed,tahmisa,01711113218,4988.0,5164.0,674.0,1188.0,19.0,20.0,0.0,NULL,NULL,NULL,NULL,418.0,NULL,1187.0,1843.0,1842.0,209.0,979.0,4.0,5.0,0.0,850.0,0.0,5.0,0.0,815.0,NULL,1123.0,1. e4  1... e5  2. Nf3  2... d6  3. h3  3... h5  4. d4  4... f6  5. d5  5... g5  6. Bb5+  6... Bd7  7. Bxd7+  7... Nxd7  8. O-O  8... Nc5  9. Be3  9... Nxe4  10. Qe2  10... Qd7  11. Nfd2  11... Nxd2  12. Nxd2  12... a6  13. Nc4  13... Ne7  14. Qf3  14... Qf5  15. Qxf5  15... Nxf5  16. Na5  16... b6  17. Nc6  17... Ne7  18. b4  18... Nxd5  19. c4  19... Ne7  20. b5  20... Nxc6  21. bxc6  21... a5  22. a4  22... e4  23. Bd4  23... Bg7  24. Rfe1  24... Kf7  25. Rxe4  25... Rae8  26. Rae1  26... Rxe4  27. Rxe4  27... Re8  28. Rxe8  28... Kxe8  29. g3  29... Ke7  30. Kg2  30... Ke6  31. Kf3  31... Kf5  32. g4+  32... hxg4+  33. hxg4+  33... Kg6  34. Ke4  34... Bf8  35. f4  35... gxf4  36. Kxf4  36... Bh6+  37. Kf3  37... f5  38. gxf5+  38... Kxf5  39. Ke2  39... Ke4  40. Bxb6  40... Bf4  41. Bxc7  41... d5  42. cxd5  42... Kxd5  43. Bxf4  43... Kxc6  1/2-1/2,Philidor-Defense
686,686,56823006451,600,rapid,81.76,89.24,1193,1172,abandoned,win,01714408888,gunavuddho,1170.0,1123.0,107.0,1103.0,2872.0,2826.0,274.0,NULL,NULL,NULL,NULL,987.0,NULL,1172.0,990.0,955.0,44.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,696.0,NULL,1193.0,1. Nf3  1... d5  2. e4  2... dxe4  3. Ng5  3... Nf6  4. Nxf7  4... Kxf7  5. d3  5... Bg4  6. Be2  6... Bxe2  7. Qxe2  7... exd3  8. cxd3  8... Nc6  9. O-O  9... Nd4  10. Qd1  10... Qd6  11. Be3  11... Nf5  12. Re1  12... Nxe3  13. Rxe3  13... h5  14. Rf3  14... Ke8  15. Qa4+  15... c6  16. Qb3  16... Ng4  17. Qf7+  17... Kd8  18. g3  18... Ne5  19. Qxf8+  19... Rxf8  20. Rxf8+  20... Kc7  21. Rxa8  21... Nf3+  22. Kg2  22... Qd5  23. Nc3  23... Ne1+  24. Kf1  24... Qg2+  25. Kxe1  25... Qg1+  26. Ke2  26... Qxa1  27. Re8  27... Qxb2+  28. Ke3  28... Qxc3  29. Rxe7+  29... Kb6  30. Re4  30... Qc5+  31. Kd2  31... Qxf2+  32. Kc3  32... Qxa2  33. Rb4+  33... Kc7  34. Rh4  34... Qa3+  35. Kd2  35... Qb2+  36. Ke3  36... Qe5+  37. Kd2  37... b5  38. Re4  38... Qb2+  39. Ke3  39... Qxh2  40. Re7+  40... Kb6  41. Rxg7  41... b4  42. Rg8  42... b3  0-1,Reti-Opening-Tennison-Gambit
687,687,56818812593,600,rapid,NULL,NULL,1082,1086,win,timeout,Amazador,01722anisameer,1039.0,1017.0,117.0,1050.0,0.0,1.0,0.0,1217.0,1.0,1.0,0.0,NULL,NULL,1086.0,293.0,320.0,10.0,1199.0,6.0,31.0,0.0,1329.0,0.0,6.0,0.0,1839.0,NULL,1093.0,1. e4  1... e5  2. Qh5  2... Nc6  3. Bc4  3... g6  4. Qf3  4... Nf6  5. Nc3  5... Nd4  6. Qd1  6... a6  7. Nf3  7... Nc6  8. d3  8... h6  9. Bd5  9... Bc5  10. Bxc6  10... bxc6  11. Nxe5  11... d6  12. Nf3  12... Ng4  13. d4  13... Bb6  14. h3  14... Nf6  15. Be3  15... Ba5  16. Bd2  16... g5  17. e5  17... dxe5  18. Nxe5  18... Qe7  19. Qe2  19... Bb7  20. Nc4  20... Qxe2+  21. Nxe2  21... Bxd2+  22. Nxd2  22... O-O  23. O-O  23... Rae8  24. Rae1  24... a5  25. Nc4  25... Ba6  26. b3  26... Bb5  27. Nc3  27... Ba6  28. Rxe8  28... Rxe8  29. Rd1  29... Nd5  30. Nxd5  30... cxd5  31. Nxa5  31... Re2  32. f3  32... Rxc2  33. a4  33... Be2  34. Re1  34... Rd2  35. Kf2  35... Ba6+  36. Kg3  36... Rxd4  37. Nc6  37... Rd3  38. Re8+  38... Kh7  39. Ne5  39... Re3  40. Re7  40... Kg8  41. Nc6  41... Rxe7  42. Nxe7+  42... Kg7  43. Nxd5  43... Bd3  44. Nxc7  44... Bc2  45. b4  45... Bxa4  46. b5  1-0,Kings-Pawn-Opening-Wayward-Queen-Attack-2...Nc6-3.Bc4
